ALFreq	MisRate	Cov	Gene	scheme	Ped_power(0.05)	Ped_power(0.01)	Ped_TIR(0.05)	Ped_TIR(0.01)	Rab_power(0.05)	Rab_power(0.01)	Rab_TIR(0.05)	Rab_TIR(0.01)
0.25	0.75	0.75	0.5	3	52	31	25	8	39	13	7	0
0.25	0.75	0.75	0.75	3	129	117	10	6	124	66	2	0
0.25	0.75	0.75	1	3	177	165	8	4	185	151	1	0
0.25	0.75	1	0.25	3	4	2	26	14	3	1	7	0
0.25	0.75	1	0.5	3	46	31	13	9	45	15	8	2
0.25	0.75	1	0.75	3	134	115	8	1	128	77	2	0
0.25	0.75	1	1	3	185	170	1	0	190	159	0	0
0.25	1	0.25	0.25	3	7	6	48	25	4	0	14	1
0.25	1	0.25	0.5	3	61	47	27	11	43	14	4	1
0.25	1	0.25	0.75	3	148	130	5	2	137	78	1	0
0.25	1	0.25	1	3	192	184	2	1	186	152	0	0
0.25	1	0.5	0.25	3	11	9	41	21	5	0	11	1
0.25	1	0.5	0.5	3	51	41	30	10	47	14	6	1
0.25	1	0.5	0.75	3	146	129	14	7	134	68	1	0
0.25	1	0.5	1	3	188	184	2	2	186	161	1	0
0.25	1	0.75	0.25	3	6	4	35	16	4	1	4	0
0.25	1	0.75	0.5	3	58	45	22	11	37	13	7	0
0.25	1	0.75	0.75	3	132	117	7	3	128	72	2	0
0.25	1	0.75	1	3	187	180	4	3	184	151	1	0
0.25	1	1	0.25	3	8	3	28	10	2	1	7	0
0.25	1	1	0.5	3	55	39	30	16	43	15	8	1
0.25	1	1	0.75	3	137	128	18	13	128	83	3	0
0.25	1	1	1	3	187	183	3	1	190	157	0	0
0.5	0	0.25	0.25	3	1	0	7	1	1	0	6	0
0.5	0	0.25	0.5	3	5	1	12	3	34	7	4	0
0.5	0	0.25	0.75	3	27	11	6	1	110	74	2	0
0.5	0	0.25	1	3	80	57	1	1	189	165	0	0
0.5	0	0.5	0.25	3	2	0	10	1	1	0	11	1
0.5	0	0.5	0.5	3	5	1	13	1	29	9	6	1
0.5	0	0.5	0.75	3	29	17	6	4	115	67	0	0
0.5	0	0.5	1	3	65	40	3	2	187	166	0	0
0.5	0	0.75	0.25	3	0	0	10	2	2	1	8	0
0.5	0	0.75	0.5	3	6	2	9	1	25	9	5	0
0.5	0	0.75	0.75	3	25	5	6	1	119	71	0	0
0.5	0	0.75	1	3	72	42	2	0	190	165	0	0
0.5	0	1	0.25	3	0	0	10	2	6	0	8	0
0.5	0	1	0.5	3	5	2	11	0	31	10	5	0
0.5	0	1	0.75	3	29	7	2	1	128	81	1	1
0.5	0	1	1	3	84	53	7	1	187	154	0	0
0.5	0.25	0.25	0.25	3	1	0	22	3	1	0	9	1
0.5	0.25	0.25	0.5	3	7	3	9	3	32	7	4	0
0.5	0.25	0.25	0.75	3	55	39	12	5	114	80	2	0
0.5	0.25	0.25	1	3	123	96	3	1	187	157	0	0
0.5	0.25	0.5	0.25	3	1	0	9	5	1	0	8	1
0.5	0.25	0.5	0.5	3	7	4	13	3	29	9	6	1
0.5	0.25	0.5	0.75	3	49	33	7	3	117	73	0	0
0.5	0.25	0.5	1	3	116	77	7	2	187	166	0	0
0.5	0.25	0.75	0.25	3	0	0	19	5	2	1	8	0
0.5	0.25	0.75	0.5	3	19	6	10	1	25	9	5	0
0.5	0.25	0.75	0.75	3	53	27	9	2	125	78	0	0
0.5	0.25	0.75	1	3	130	95	1	0	188	157	0	0
0.5	0.25	1	0.25	3	2	1	15	6	6	0	7	0
0.5	0.25	1	0.5	3	13	6	8	3	32	11	5	0
0.5	0.25	1	0.75	3	50	36	7	2	128	84	1	1
0.5	0.25	1	1	3	127	99	2	2	187	159	0	0
0.5	0.5	0.25	0.25	3	3	1	23	8	1	0	7	0
0.5	0.5	0.25	0.5	3	28	9	24	7	32	7	4	0
0.5	0.5	0.25	0.75	3	82	60	16	6	113	74	2	0
0.5	0.5	0.25	1	3	166	135	3	1	189	166	0	0
0.5	0.5	0.5	0.25	3	1	1	15	8	1	0	10	1
0.5	0.5	0.5	0.5	3	22	9	22	6	31	9	6	1
0.5	0.5	0.5	0.75	3	79	64	11	7	116	71	0	0
0.5	0.5	0.5	1	3	163	144	2	1	187	166	0	0
0.5	0.5	0.75	0.25	3	3	1	23	4	2	1	8	0
0.5	0.5	0.75	0.5	3	20	10	16	4	23	7	2	0
0.5	0.5	0.75	0.75	3	80	57	10	6	117	71	0	0
0.5	0.5	0.75	1	3	168	147	4	2	190	165	0	0
0.5	0.5	1	0.25	3	6	3	29	13	6	0	7	0
0.5	0.5	1	0.5	3	23	11	19	5	25	7	2	0
0.5	0.5	1	0.75	3	84	66	11	7	125	71	1	1
0.5	0.5	1	1	3	159	139	2	1	185	147	0	0
0.5	0.75	0.25	0.25	3	1	0	31	14	1	0	9	1
0.5	0.75	0.25	0.5	3	39	16	26	11	34	7	4	0
0.5	0.75	0.25	0.75	3	102	80	15	3	113	74	2	0
0.5	0.75	0.25	1	3	184	167	1	0	191	168	0	0
0.5	0.75	0.5	0.25	3	2	0	33	19	1	0	11	1
0.5	0.75	0.5	0.5	3	34	17	28	9	28	9	6	1
0.5	0.75	0.5	0.75	3	113	91	10	5	117	71	0	0
0.5	0.75	0.5	1	3	179	172	2	2	187	166	0	0
0.5	0.75	0.75	0.25	3	2	1	31	10	2	1	8	0
0.5	0.75	0.75	0.5	3	40	22	31	11	25	8	4	0
0.5	0.75	0.75	0.75	3	117	87	11	7	122	72	0	0
0.5	0.75	0.75	1	3	183	170	2	1	190	165	0	0
0.5	0.75	1	0.25	3	9	4	34	6	5	0	7	0
0.5	0.75	1	0.5	3	31	18	16	4	31	10	4	0
0.5	0.75	1	0.75	3	111	84	12	2	128	81	1	1
0.5	0.75	1	1	3	181	166	3	2	185	152	0	0
0.5	1	0.25	0.25	3	4	2	52	28	1	0	7	0
0.5	1	0.25	0.5	3	55	36	35	11	35	8	4	0
0.5	1	0.25	0.75	3	128	120	10	5	109	69	2	0
0.5	1	0.25	1	3	192	185	1	0	189	162	0	0
0.5	1	0.5	0.25	3	2	0	42	16	1	0	11	1
0.5	1	0.5	0.5	3	50	38	34	13	29	9	6	1
0.5	1	0.5	0.75	3	122	95	10	2	117	73	0	0
0.5	1	0.5	1	3	188	183	1	1	187	166	0	0
0.5	1	0.75	0.25	3	5	1	35	13	2	1	8	0
0.5	1	0.75	0.5	3	48	26	34	18	25	7	4	0
0.5	1	0.75	0.75	3	131	106	10	3	116	57	0	0
0.5	1	0.75	1	3	191	186	2	2	189	164	0	0
0.5	1	1	0.25	3	8	2	44	10	6	0	7	0
0.5	1	1	0.5	3	41	30	23	10	31	9	3	0
0.5	1	1	0.75	3	135	118	10	5	128	81	1	1
0.5	1	1	1	3	186	175	2	1	185	154	0	0
